tweet_id,text,favorite_count,retweet_count,created_at
1389552383965990914,RT @Ethiopi77807325: @FrancoisF24 @NeaminZeleke @meazaG_ @henokgabisa @CERI_SciencesPo @rolmarchal Thank you @NeaminZeleke for standing up…,0,4,Tue May 04 12:07:59 +0000 2021
1389552311714861063,"RT @_hudsonc: A scathing look at #Eritrea's designs on #Ethiopia and why Asmara wont leave from TPLF's former  defense chief. ""Isaias and A…",0,20,Tue May 04 12:07:42 +0000 2021
1389552157360275459,Biden waving restriction blocking US aid to Azerbaijan over Armenia conflict https://t.co/RwBkTKZ7n8 https://t.co/y7DalSa0KD,41,13,Tue May 04 12:07:05 +0000 2021
1389552028561588229,"RT @Yamiche: I’m honored to become the next moderator of @washingtonweek, a show that meant so much to Gwen Ifill when she helmed this chai…",0,1996,Tue May 04 12:06:34 +0000 2021
1389551964103585792,A sneak peek at our June cover. @ClintSmithIII’s story is out May 10. https://t.co/LTSsds8sZG,108,20,Tue May 04 12:06:19 +0000 2021
1389551930997985280,"RT @ECNAS_CA: @NeaminZeleke @France24_en Thank you so much @NeaminZeleke for standing up for Ethiopia as usual. It is a great opportunity,…",0,8,Tue May 04 12:06:11 +0000 2021
1389551813842571271,"RT @AymanMSNBC: .@RepSwalwell (D-CA) comments on California's vaccination strategy, herd immunity, and #Giuliani. @AymanM 

https://t.co/20…",0,28,Tue May 04 12:05:43 +0000 2021
1389551802740260869,Red Hot Chili Peppers sell rights to catalogue of hits to Hipgnosis https://t.co/Mr4MhZcgrX,45,11,Tue May 04 12:05:41 +0000 2021
1389551784935534598,RT @estradiol420: like the fact that the CIA is using tumblr feminist buzzwords is not a sign that we need to give up on feminism lol it’s…,0,547,Tue May 04 12:05:36 +0000 2021
1389551660360519681,Britain will announce travel 'green list' shortly -minister https://t.co/BeZ8mRgj8A https://t.co/RLdqlX1eza,48,13,Tue May 04 12:05:07 +0000 2021
1389551654152835083,RT @MindaHoney: Sooooooo @jaquiradiaz def has not gotten all her due yet for this book 💯 https://t.co/a3j2EIHoeD,0,0,Tue May 04 12:05:05 +0000 2021
1389551642748592128,"Lady Gaga's dog walker was tailed by suspects, prosecutors say https://t.co/Mg2DzgTV7M",76,9,Tue May 04 12:05:02 +0000 2021
1389551553456050177,RT @GisteAmen: @NeaminZeleke Tigray will never be represented by #TPLFisaTerroristGroup ! #EthiopiaPrevails,0,3,Tue May 04 12:04:41 +0000 2021
1389551496883314688,Garland to emphasize need for funding on domestic terrorism and civil rights work https://t.co/5y42ttAbqe,406,84,Tue May 04 12:04:28 +0000 2021
1389551496702877698,https://t.co/d6jmIvBphH,26,7,Tue May 04 12:04:28 +0000 2021
1389551475811045377,RT @AddisK4: @Kaye_Gerima @NeaminZeleke @France24_en @meazaG_ Defending her people?! You mean defending terrorist TPLF record?! She &amp;her si…,0,12,Tue May 04 12:04:23 +0000 2021
1389551391732080642,"Poll: Trump's favorability, unfavorable ratings nearly level 100 days after leaving office https://t.co/VzUbCMyd2r https://t.co/M8md1mjF7e",27,10,Tue May 04 12:04:03 +0000 2021
1389551091621240832,"RT @APEastRegion: ""Never thought I would end up like this."" Unauthorized immigrants are increasingly falling through the cracks due to the…",0,16,Tue May 04 12:02:51 +0000 2021
1389551012025929740,"RT @coolproof: @GraceHoneypot @meazaG_ @NeaminZeleke I have never been more disgusted by anyone who calls themselves Human than the threat,…",0,7,Tue May 04 12:02:32 +0000 2021
1389550878529658880,"RT @AbenezerDegu: Not #EU I will choose my leaders #Ethiopia 🇪🇹  will vote.

No more characteristic African western leaders in #Africa Enou…",0,27,Tue May 04 12:02:00 +0000 2021
1389550876935835648,"Why is Facebook so upset about the new Apple privacy feature?

If you don’t know, now you know. https://t.co/JKxn5SD2mh",1033,294,Tue May 04 12:02:00 +0000 2021
1389550825530433540,RT @jazzrk: @ABDUBA_G @henokgabisa @France24_en @NeaminZeleke @iyoba4u @ECNAS_CA @kimolike @Yeshewalul1 @Tikur80s @mfaethiopia @EthiopiaEU…,0,6,Tue May 04 12:01:48 +0000 2021
1389550822703382537,11 moments from Asian American history that you should know https://t.co/WhpfPMFTQv,93,43,Tue May 04 12:01:47 +0000 2021
1389550731368226820,"The pandemic crisis is finally winding down for much of the country, with both vaccinations and the economy surging… https://t.co/YJQtsDZfXU",27,12,Tue May 04 12:01:25 +0000 2021
1389550625512312838,"A rescue operation was under way after an overpass in Mexico City’s metro system collapsed, sending a train plungin… https://t.co/5vkTCZ6aDc",80,38,Tue May 04 12:01:00 +0000 2021
1389550446893748224,"The Tree of Life synagogue in Pittsburgh, where 11 people were killed in a shooting in 2018, has not held services… https://t.co/7lLrUBORgc",379,57,Tue May 04 12:00:17 +0000 2021
1389550441529237508,Rotation out of megacaps drags Nasdaq futures lower https://t.co/azIxZSAIVs https://t.co/vqTjv3mreG,28,9,Tue May 04 12:00:16 +0000 2021
1389550414165643270,"China’s aggressive rhetoric about (and sorties around) Taiwan are breaking down a fragile, decades-old equilibrium,… https://t.co/xvJhR1V55F",34,9,Tue May 04 12:00:09 +0000 2021
1389550401549123588,"A briefing on suspected energy attacks on US intelligence officers turned contentious last week, two sources say, a… https://t.co/5Hjy3091rS",139,35,Tue May 04 12:00:06 +0000 2021
1389550292262338560,RT @BBCSomali: Maxay tahay warqadda uu Amiirka Qatar u soo diray Madaxweyne Farmaajo?: https://t.co/AwSAe0fgJr https://t.co/C5Terks4hR,0,1,Tue May 04 11:59:40 +0000 2021
1389550268908453892,RT @GrahamB47: at least 75% of shows that proudly tout how progressive they are now are going to age like this.,0,705,Tue May 04 11:59:35 +0000 2021
1389550134208385025,The big talking point in Kenya is about Tanzanian Prez @SuluhuSamia decision to change her outfit before seeing Pre… https://t.co/plgnJRMTD1,12,2,Tue May 04 11:59:03 +0000 2021
1389549897997864963,"Santorum on comments dismissing influence of Native American culture: ""I misspoke"" https://t.co/ElXyrUhntQ https://t.co/cHVyLadMtp",14,2,Tue May 04 11:58:06 +0000 2021
1389549894508109831,An Asian woman in New York City was attacked in the head with a hammer by a stranger who demanded the victim remove… https://t.co/mrYA1coRjA,90,44,Tue May 04 11:58:06 +0000 2021
1389549801151287297,"Amos Oz was born on this day in 1939. His 1963 short story “All Rivers,” about a stamp collector’s obsession with a… https://t.co/ATohwolC7F",40,13,Tue May 04 11:57:43 +0000 2021
1389549400226140164,"RT @champagnesocia8: Man, it just hit me that, in 30 years a generation of people without retirement plans or savings are gonna hit retirem…",0,1123,Tue May 04 11:56:08 +0000 2021
1389549245091524611,"Ahead of Pres. Biden’s first foreign trip to the United Kingdom in June, Sec. of State Antony Blinken is in London… https://t.co/s7BnAAqZfv",121,30,Tue May 04 11:55:31 +0000 2021
1389549146462429190,Mike Ashley's Frasers starts share buyback of up to 60 mln pounds https://t.co/UGu0rjOI2C https://t.co/kxaR0uwOlx,22,8,Tue May 04 11:55:07 +0000 2021
1389549135511101446,New study finds air pollution may cloud older white men's thinking and memory https://t.co/tpGBY3gEfi https://t.co/Rrfgs4thoS,39,18,Tue May 04 11:55:05 +0000 2021
1389549114908631041,Adoption rates at animal shelters across the U.S. have jumped as much as 40% in 2020 as people cope with isolation… https://t.co/zHSXhEAuPq,139,35,Tue May 04 11:55:00 +0000 2021
1389548952991715329,"RT @CandyCornball: It’s gon be a whole cycle of white feminists (of all races) performing empathy, it’s gon be “see, you can have all the m…",0,5,Tue May 04 11:54:21 +0000 2021
1389548950861004800,"“By providing Asian Americans with an accessible way to self-report, Stop AAPI Hate has also given us a community r… https://t.co/z1mewP2tA6",61,15,Tue May 04 11:54:21 +0000 2021
1389548776151560195,RT @CandyCornball: The way I am so pre-pissed and pre-annoyed and pre-underwhelmed by the discourse that’s about to rain down. https://t.co…,0,18,Tue May 04 11:53:39 +0000 2021
